"username","source_type","source","html_url","state","created_at","closed_at","repository","title","type"
"Bisaloo","org","r-lib","https://github.com/r-lib/actions/issues/530","closed",2022-03-16 15:06:04,NA,"r-lib/actions","Allow disabling cache in `setup-r-dependencies`","pull_request"
"Bisaloo","org","r-lib","https://github.com/r-lib/httr/pull/702","closed",2021-09-16 15:23:00,NA,"r-lib/httr","Fix argument value in return value docs","pull_request"
"Bisaloo","org","ropensci-review-tools","https://github.com/ropensci-review-tools/babeldown/pull/83","closed",2025-05-06 08:24:26,2025-05-06 13:55:13,"ropensci-review-tools/babeldown","Fail early when out_path targets a non-existing folder","pull_request"
"Bisaloo","org","ropensci-review-tools","https://github.com/ropensci-review-tools/babeldown/issues/82","closed",2025-05-05 09:47:50,2025-05-06 13:55:13,"ropensci-review-tools/babeldown","Late failure when output file is in a non-existing directory","pull_request"
"Bisaloo","org","ropensci-review-tools","https://github.com/ropensci-review-tools/pkgmatch/issues/86","open",2024-11-27 19:02:43,2025-05-06 13:55:13,"ropensci-review-tools/pkgmatch","How to compute idfs for a custom set of packages","pull_request"
"Bisaloo","org","ropensci-review-tools","https://github.com/ropensci-review-tools/pkgmatch/pull/85","closed",2024-11-27 18:52:20,2025-05-06 13:55:13,"ropensci-review-tools/pkgmatch","Allow getting ollama endpoint via an env var","pull_request"
"Bisaloo","org","ropensci-review-tools","https://github.com/ropensci-review-tools/pkgmatch/issues/83","closed",2024-11-26 20:07:50,2025-05-06 13:55:13,"ropensci-review-tools/pkgmatch","Allow setting custom ollama API endpoint location","pull_request"
"Bisaloo","org","ropensci-review-tools","https://github.com/ropensci-review-tools/babeldown/issues/72","open",2024-11-05 09:02:55,2025-05-06 13:55:13,"ropensci-review-tools/babeldown","Add an automated workflow to translate new contents?","pull_request"
"Bisaloo","org","ropensci-review-tools","https://github.com/ropensci-review-tools/pkgcheck/issues/151","open",2022-06-08 14:05:20,2025-05-06 13:55:13,"ropensci-review-tools/pkgcheck","Add suggested fixes for straightforward packaging issues","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/commons/pull/26","open",2025-07-16 15:40:48,NA,"carpentries/commons","Add deprecated illustrations from datacarpentry/R-ecology-lesson","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/workbench-template-rmd/pull/88","closed",2025-07-12 08:43:45,NA,"carpentries/workbench-template-rmd","Add basic devcontainer","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/sandpaper/issues/646","open",2025-04-09 14:23:27,NA,"carpentries/sandpaper","Remove the need for a custom `SANDPAPER_WORKFLOW` PAT","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/sandpaper/pull/645","open",2025-03-27 11:07:54,NA,"carpentries/sandpaper","Use lang from config for code chunks output","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/sandpaper/issues/644","open",2025-03-27 11:07:05,NA,"carpentries/sandpaper","Should code chunk output use the `lang` config setting?","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/actions/pull/101","closed",2025-02-25 16:08:39,NA,"carpentries/actions","Add shim to enable remotes (<= 2.5.0) support for ubuntu 24.04","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/sandpaper/pull/627","closed",2024-12-02 12:17:25,NA,"carpentries/sandpaper","Fix website preview","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/varnish/pull/155","closed",2024-10-31 09:52:09,NA,"carpentries/varnish","Load Sass variables early and use mono_font variable","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/varnish/pull/154","closed",2024-10-30 13:49:46,NA,"carpentries/varnish","Add NEWS item for #152","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/varnish/pull/152","closed",2024-10-24 14:07:45,NA,"carpentries/varnish","Use favicon for specific carpentries","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/varnish/pull/151","closed",2024-10-23 20:14:16,NA,"carpentries/varnish","Use a Sass variable for default font","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/sandpaper/pull/595","closed",2024-06-20 17:16:06,NA,"carpentries/sandpaper","Translate new dark theme toggle string to French","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/varnish/issues/143","closed",2024-06-20 12:11:37,NA,"carpentries/varnish","Contrast issue for (non-Rmarkdown) figure caption with dark theme","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/sandpaper/pull/590","closed",2024-05-27 12:37:41,NA,"carpentries/sandpaper","Update workflows README (typo + outdated info)","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/sandpaper/issues/579","closed",2024-04-05 08:56:33,NA,"carpentries/sandpaper","Missing translation strings","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/sandpaper/pull/578","closed",2024-04-05 08:45:27,NA,"carpentries/sandpaper","Create French translations","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/sandpaper/pull/577","closed",2024-03-25 14:46:51,NA,"carpentries/sandpaper","Upgrade official actions from GitHub","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/pegboard/pull/150","closed",2024-03-05 15:48:05,NA,"carpentries/pegboard","Remove trailing comma in glue::glue()","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/sandpaper/pull/526","closed",2023-09-26 10:42:53,NA,"carpentries/sandpaper","Avoid partial matching when extracting metadata element","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/sandpaper/issues/525","closed",2023-09-25 16:57:26,NA,"carpentries/sandpaper","Warning messages: In page_globals$meta : partial match of 'meta' to 'metadata'","pull_request"
"Bisaloo","org","carpentries","https://github.com/carpentries/actions/issues/85","closed",2023-09-13 07:11:50,NA,"carpentries/actions","""date"" is not an output of update-workflows","pull_request"
"Bisaloo","repo","bernadette-eu/Bernadette","https://github.com/bernadette-eu/Bernadette/pull/10","closed",2023-09-20 12:52:40,2024-01-12 16:23:49,"bernadette-eu/Bernadette","Remove non-existing stats::recode function from NAMESPACE","pull_request"
"Bisaloo","repo","mrc-ide/EpiEstim","https://github.com/mrc-ide/EpiEstim/pull/169","closed",2024-10-21 16:49:15,2025-05-21 11:01:07,"mrc-ide/EpiEstim","Create a custom pkgdown reference index","pull_request"
"Bisaloo","repo","mrc-ide/EpiEstim","https://github.com/mrc-ide/EpiEstim/pull/159","closed",2023-04-21 17:40:42,2025-05-21 11:01:07,"mrc-ide/EpiEstim","Add lint-changed-files workflow","pull_request"
"Bisaloo","repo","mrc-ide/EpiEstim","https://github.com/mrc-ide/EpiEstim/pull/158","closed",2023-04-17 15:33:27,2025-05-21 11:01:07,"mrc-ide/EpiEstim","Set up static code analysis with lintr and fix lints","pull_request"
"Bisaloo","repo","tobadia/R0","https://github.com/tobadia/R0/pull/18","open",2024-07-09 18:44:31,NA,"tobadia/R0","Encode Author & Maintainer as Authors@R","pull_request"
"Bisaloo","repo","tobadia/R0","https://github.com/tobadia/R0/pull/16","closed",2023-04-13 08:22:48,NA,"tobadia/R0","Set up static code analysis with lintr and fix lints","pull_request"
"Bisaloo","repo","tobadia/R0","https://github.com/tobadia/R0/pull/13","closed",2022-10-18 13:48:10,NA,"tobadia/R0","Convert docs to roxygen2","pull_request"
"Bisaloo","repo","tobadia/R0","https://github.com/tobadia/R0/pull/12","closed",2022-10-04 11:03:34,NA,"tobadia/R0","Add basic 'R CMD check' continuous integration via GitHub Actions","pull_request"
"Bisaloo","repo","tobadia/R0","https://github.com/tobadia/R0/issues/11","closed",2022-10-04 10:51:03,NA,"tobadia/R0","Invalid parameters are forwarded to `plot()` in `plot.R0.R()`","pull_request"
"Bisaloo","repo","tobadia/R0","https://github.com/tobadia/R0/pull/9","closed",2022-08-23 10:32:29,NA,"tobadia/R0","Fix R CMD check errors","pull_request"
"Bisaloo","repo","roStats/RSurveillance","https://github.com/roStats/RSurveillance/pull/1","open",2024-07-09 19:01:04,NA,"roStats/RSurveillance","Encode Author & Maintainer as Authors@R","pull_request"
"Bisaloo","repo","nickreich/coarseDataTools","https://github.com/nickreich/coarseDataTools/pull/58","closed",2023-04-25 12:00:58,2023-04-28 19:51:51,"nickreich/coarseDataTools","Set up lintr continuous integration and fix lints","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/pull/21","closed",2025-07-11 10:39:47,2025-07-11 10:51:36,"bisaloo/contactdata","Update URLs with new GitHub owner","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/pull/20","closed",2024-12-05 17:36:57,2025-07-11 10:51:36,"bisaloo/contactdata","Use [start,end) notation for age groups","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/pull/19","closed",2024-12-05 16:48:05,2025-07-11 10:51:36,"bisaloo/contactdata","Add snapshots for list_countries()","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/pull/16","closed",2024-11-10 10:42:42,2025-07-11 10:51:36,"bisaloo/contactdata","Update GHA workflows","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/issues/15","closed",2024-10-15 11:45:15,2025-07-11 10:51:36,"bisaloo/contactdata","Harmonize interval bounds between contact and demography data","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/issues/14","closed",2024-09-25 14:36:41,2025-07-11 10:51:36,"bisaloo/contactdata","Release contactdata 1.1.0","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/pull/13","open",2024-04-22 18:18:12,2025-07-11 10:51:36,"bisaloo/contactdata","Integrate with contactmatrix package","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/pull/12","closed",2023-09-05 08:45:52,2025-07-11 10:51:36,"bisaloo/contactdata","Fix order in age data by adding leading 0 to one-digit age","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/issues/11","closed",2023-03-22 11:21:16,2025-07-11 10:51:36,"bisaloo/contactdata","Age groups are not ordered correctly in `visualise_age.Rmd`","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/issues/10","closed",2023-03-22 09:32:22,2025-07-11 10:51:36,"bisaloo/contactdata","Release contactdata 1.0.0","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/pull/9","closed",2023-03-22 09:09:28,2025-07-11 10:51:36,"bisaloo/contactdata","Revert #7","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/pull/8","closed",2023-03-21 14:56:50,2025-07-11 10:51:36,"bisaloo/contactdata","Add lintr CI","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/pull/7","closed",2023-03-21 14:32:38,2025-07-11 10:51:36,"bisaloo/contactdata","Rename ""country"" to ""geographical region"" in docs","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/issues/6","closed",2023-02-09 10:33:35,2025-07-11 10:51:36,"bisaloo/contactdata","Use 'region' rather than 'country' wherever possible","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/issues/5","open",2023-02-01 09:25:00,2025-07-11 10:51:36,"bisaloo/contactdata","Switch to an arrow-like partition structure for bundled data","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/pull/4","closed",2023-01-31 10:35:02,2025-07-11 10:51:36,"bisaloo/contactdata","Add updated data","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/pull/3","closed",2023-01-31 09:21:06,2025-07-11 10:51:36,"bisaloo/contactdata","Improve tests and docs","pull_request"
"Bisaloo","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/issues/2","open",2022-09-07 07:54:31,2025-07-11 10:51:36,"bisaloo/contactdata","Unify contactdata and socialmixr","pull_request"
"Bisaloo","repo","reconverse/incidence2","https://github.com/reconverse/incidence2/issues/110","closed",2023-12-04 12:17:15,2023-12-04 21:03:42,"reconverse/incidence2","`plot.incidence2()` fails with `grates_period` dates","issue"
"Bisaloo","repo","reconverse/incidence2","https://github.com/reconverse/incidence2/issues/104","closed",2023-04-17 12:24:05,2023-12-04 21:03:42,"reconverse/incidence2","Should `complete_dates()` use a different default `by` argument for POSIXct dates?","issue"
"Bisaloo","repo","reconverse/incidence2","https://github.com/reconverse/incidence2/issues/82","closed",2022-11-21 11:00:32,2023-12-04 21:03:42,"reconverse/incidence2","incidence() works with POSIXt columns when interval = ""week"" but interval = ""day""","issue"
"Bisaloo","repo","reconverse/incidence2","https://github.com/reconverse/incidence2/issues/81","closed",2022-10-26 14:06:12,2023-12-04 21:03:42,"reconverse/incidence2","Warning about change in tidyselect","issue"
"Bisaloo","repo","alxsrobert/o2geosocial","https://github.com/alxsrobert/o2geosocial/issues/2","closed",2024-03-15 09:54:19,2024-03-26 10:08:39,"alxsrobert/o2geosocial","Package has been archived on CRAN","issue"
"BlackEdder","repo","msberends/AMR","https://github.com/msberends/AMR/pull/181","closed",2025-01-14 13:20:27,2025-01-16 10:57:25,"msberends/AMR","feat: Remove leading equal signs before mic levels","pull_request"
"BlackEdder","repo","msberends/AMR","https://github.com/msberends/AMR/issues/180","closed",2025-01-14 10:53:11,2025-01-16 10:57:25,"msberends/AMR","Should `as.mic` handle leading `==` and `=`?","pull_request"
"chartgerink","org","ropensci","https://github.com/ropensci/allcontributors/pull/37","closed",2024-02-28 08:52:27,2024-05-15 11:24:06,"ropensci/allcontributors","Add rate limit checking","pull_request"
"chartgerink","org","ropensci","https://github.com/ropensci/allcontributors/issues/36","closed",2024-02-14 15:33:13,2024-05-15 11:24:06,"ropensci/allcontributors","GitHub rate limit exceeded without warning/error","pull_request"
"chartgerink","org","ropensci","https://github.com/ropensci/allcontributors/pull/35","closed",2024-01-31 11:38:30,2024-05-15 11:24:06,"ropensci/allcontributors","Add feature to scan multiple paths at once","pull_request"
"chartgerink","org","ropensci","https://github.com/ropensci/allcontributors/issues/34","closed",2024-01-30 11:14:13,2024-05-15 11:24:06,"ropensci/allcontributors","Feature: Directory level contributor scanning","pull_request"
"chartgerink","org","ropensci","https://github.com/ropensci/allcontributors/pull/33","closed",2024-01-30 10:26:29,2024-05-15 11:24:06,"ropensci/allcontributors","Add support for `.qmd` files","pull_request"
"chartgerink","org","r-lib","https://github.com/r-lib/usethis/issues/1998","closed",2024-06-03 16:03:19,2024-06-05 13:34:00,"r-lib/usethis","`use_tidy_thanks()` does not return markdown string","issue"
"Degoot-AM","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/pull/18","closed",2024-12-05 12:20:43,2025-07-11 10:52:35,"bisaloo/contactdata","Issue#16","pull_request"
"jamesmbaazam","org","r-lib","https://github.com/r-lib/pak/issues/755","open",2025-03-13 17:31:51,NA,"r-lib/pak","Install `citeproc` instead of `pandoc-citeproc` when latter required","issue"
"jamesmbaazam","repo","reconhub/epicontacts","https://github.com/reconhub/epicontacts/issues/133","closed",2023-05-12 13:39:19,2025-01-20 14:19:17,"reconhub/epicontacts","Address `devtools::check()` warning and note","pull_request"
"jamesmbaazam","repo","reconhub/epicontacts","https://github.com/reconhub/epicontacts/pull/132","closed",2023-05-12 13:18:58,2025-01-20 14:19:17,"reconhub/epicontacts","Remove deprecation warning from `print.epicontacts()`","pull_request"
"jamesmbaazam","repo","reconhub/epicontacts","https://github.com/reconhub/epicontacts/issues/131","closed",2023-05-12 13:16:41,2025-01-20 14:19:17,"reconhub/epicontacts","Remove `tbl_df()` deprecation warning ","pull_request"
"jamesmbaazam","repo","SineadMorris/shinySIR","https://github.com/SineadMorris/shinySIR/issues/1","closed",2024-05-31 11:45:55,2024-06-12 17:31:48,"SineadMorris/shinySIR","Expose model options in `model` argument of `run_shiny()`","issue"
"joshwlambert","org","ropensci","https://github.com/ropensci/spelling/issues/87","open",2024-10-30 16:14:16,NA,"ropensci/spelling","Alphabetical order of `WORDLIST` from `update_wordlist()`","issue"
"joshwlambert","org","r-lib","https://github.com/r-lib/pkgdown/issues/2867","closed",2025-03-13 16:26:04,2025-03-15 13:08:53,"r-lib/pkgdown","YAML comment at start of R code chunk for alt text","issue"
"joshwlambert","repo","reconhub/epicontacts","https://github.com/reconhub/epicontacts/issues/138","closed",2024-04-26 15:21:51,2024-04-30 12:00:07,"reconhub/epicontacts","New package version & CRAN release?","pull_request"
"joshwlambert","repo","reconhub/epicontacts","https://github.com/reconhub/epicontacts/pull/136","closed",2024-02-15 16:11:36,2024-04-30 12:00:07,"reconhub/epicontacts","Fix scenario where `id` is duplicated in `make_epicontacts()`","pull_request"
"joshwlambert","repo","reconhub/epicontacts","https://github.com/reconhub/epicontacts/issues/135","closed",2024-02-15 16:03:11,2024-04-30 12:00:07,"reconhub/epicontacts","Bug when line list first column is `id` and not selected as id ","pull_request"
"joshwlambert","repo","reconverse/incidence2","https://github.com/reconverse/incidence2/issues/114","open",2024-04-17 09:15:46,NA,"reconverse/incidence2","Document how to handle grouped line list columns","issue"
"sbfnk","org","ropensci","https://github.com/ropensci/allcontributors/pull/41","closed",2024-07-17 09:20:34,2024-07-17 10:38:45,"ropensci/allcontributors","only check line after Contributors if it exists","pull_request"
"sbfnk","org","ropensci","https://github.com/ropensci/allcontributors/issues/40","closed",2024-07-17 09:10:33,2024-07-17 10:38:45,"ropensci/allcontributors","`add_contributors` fails if `## Contributors` is the last line of README.Rmd","pull_request"
"sbfnk","org","ropensci","https://github.com/ropensci/allcontributors/issues/38","closed",2024-05-14 12:52:02,2024-07-17 10:38:45,"ropensci/allcontributors","429 errors with `add_contributors()`","pull_request"
"sbfnk","org","ropensci","https://github.com/ropensci/roweb3/pull/760","closed",2024-05-01 11:02:07,2024-07-17 10:38:45,"ropensci/roweb3","fix typo","pull_request"
"sbfnk","org","ropensci","https://github.com/ropensci/dev_guide/pull/787","closed",2024-01-05 14:31:55,2024-07-17 10:38:45,"ropensci/dev_guide","Issue #786: get html text directly","pull_request"
"sbfnk","org","ropensci","https://github.com/ropensci/dev_guide/issues/786","closed",2024-01-05 14:21:38,2024-07-17 10:38:45,"ropensci/dev_guide","dev guide citation does not render correctly","pull_request"
"sbfnk","repo","bisaloo/contactdata","https://github.com/socialcontactdata/contactdata/issues/17","closed",2024-11-20 14:07:35,2025-03-04 17:20:13,"bisaloo/contactdata","Package name","issue"
"ben18785","org","ropensci","https://github.com/ropensci/tarchetypes/issues/120","closed",2022-11-11 12:43:46,2022-11-11 16:10:29,"ropensci/tarchetypes","Branches not in metadata: branches out of range","issue"
"ben18785","org","r-lib","https://github.com/r-lib/pkgdown/issues/1990","closed",2022-01-05 01:06:29,2022-01-05 03:08:13,"r-lib/pkgdown","Linking to other vignettes within package using a custom link text","issue"
"PaulC91","org","r-lib","https://github.com/r-lib/scales/issues/346","closed",2022-04-15 16:36:08,2023-11-01 13:43:38,"r-lib/scales","Error: Smallest value of `scales_cut` must be zero","issue"
"rebeccanash","repo","mrc-ide/EpiEstim","https://github.com/mrc-ide/EpiEstim/pull/163","closed",2023-10-04 11:34:57,2023-10-05 07:44:52,"mrc-ide/EpiEstim","Plots","pull_request"
"rebeccanash","repo","mrc-ide/EpiEstim","https://github.com/mrc-ide/EpiEstim/pull/160","closed",2023-06-26 16:14:57,2023-10-05 07:44:52,"mrc-ide/EpiEstim","Recon opt","pull_request"
"rebeccanash","repo","mrc-ide/EpiEstim","https://github.com/mrc-ide/EpiEstim/pull/156","closed",2022-11-30 13:43:25,2023-10-05 07:44:52,"mrc-ide/EpiEstim","Weekly","pull_request"
"rebeccanash","repo","mrc-ide/EpiEstim","https://github.com/mrc-ide/EpiEstim/pull/145","closed",2022-04-01 16:32:11,2023-10-05 07:44:52,"mrc-ide/EpiEstim","remove browser()","pull_request"
"rebeccanash","repo","mrc-ide/EpiEstim","https://github.com/mrc-ide/EpiEstim/pull/143","closed",2022-03-30 13:18:59,2023-10-05 07:44:52,"mrc-ide/EpiEstim","Updated README and vignettes","pull_request"
